Speaker ID,Gender,Number of Words,Word ID,Pronunciation,Path
14,Boy,100,79,Right,ASMDD/speaker_14_b_100/79.wav
14,Boy,100,96,Right,ASMDD/speaker_14_b_100/96.wav
14,Boy,100,99,Right,ASMDD/speaker_14_b_100/99.wav
14,Boy,100,58,Right,ASMDD/speaker_14_b_100/58.wav
14,Boy,100,63,Right,ASMDD/speaker_14_b_100/63.wav
14,Boy,100,89,Right,ASMDD/speaker_14_b_100/89.wav
14,Boy,100,97,Right,ASMDD/speaker_14_b_100/97.wav
14,Boy,100,86,Right,ASMDD/speaker_14_b_100/86.wav
14,Boy,100,61,Right,ASMDD/speaker_14_b_100/61.wav
14,Boy,100,71,Right,ASMDD/speaker_14_b_100/71.wav
14,Boy,100,77,Right,ASMDD/speaker_14_b_100/77.wav
14,Boy,100,76,Right,ASMDD/speaker_14_b_100/76.wav
14,Boy,100,66,Right,ASMDD/speaker_14_b_100/66.wav
14,Boy,100,91,Right,ASMDD/speaker_14_b_100/91.wav
14,Boy,100,69,Right,ASMDD/speaker_14_b_100/69.wav
14,Boy,100,78,Right,ASMDD/speaker_14_b_100/78.wav
14,Boy,100,74,Right,ASMDD/speaker_14_b_100/74.wav
14,Boy,100,84,Right,ASMDD/speaker_14_b_100/84.wav
14,Boy,100,81,Right,ASMDD/speaker_14_b_100/81.wav
14,Boy,100,85,Right,ASMDD/speaker_14_b_100/85.wav
14,Boy,100,73,Right,ASMDD/speaker_14_b_100/73.wav
14,Boy,100,80,Right,ASMDD/speaker_14_b_100/80.wav
14,Boy,100,92,Right,ASMDD/speaker_14_b_100/92.wav
14,Boy,100,62,Right,ASMDD/speaker_14_b_100/62.wav
14,Boy,100,94,Right,ASMDD/speaker_14_b_100/94.wav
14,Boy,100,67,Right,ASMDD/speaker_14_b_100/67.wav
14,Boy,100,65,Right,ASMDD/speaker_14_b_100/65.wav
14,Boy,100,88,Right,ASMDD/speaker_14_b_100/88.wav
14,Boy,100,90,Right,ASMDD/speaker_14_b_100/90.wav
14,Boy,100,59,Right,ASMDD/speaker_14_b_100/59.wav
14,Boy,100,72,Right,ASMDD/speaker_14_b_100/72.wav
14,Boy,100,82,Right,ASMDD/speaker_14_b_100/82.wav
14,Boy,100,64,Right,ASMDD/speaker_14_b_100/64.wav
14,Boy,100,98,Right,ASMDD/speaker_14_b_100/98.wav
14,Boy,100,100,Right,ASMDD/speaker_14_b_100/100.wav
14,Boy,100,60,Right,ASMDD/speaker_14_b_100/60.wav
14,Boy,100,68,Right,ASMDD/speaker_14_b_100/68.wav
14,Boy,100,87,Right,ASMDD/speaker_14_b_100/87.wav
14,Boy,100,5,Wrong,ASMDD/speaker_14_b_100/5_N.wav
14,Boy,100,12,Wrong,ASMDD/speaker_14_b_100/12_N.wav
14,Boy,100,36,Right,ASMDD/speaker_14_b_100/36.wav
14,Boy,100,35,Right,ASMDD/speaker_14_b_100/35.wav
14,Boy,100,47,Wrong,ASMDD/speaker_14_b_100/47_N.wav
14,Boy,100,48,Wrong,ASMDD/speaker_14_b_100/48_N.wav
14,Boy,100,50,Wrong,ASMDD/speaker_14_b_100/50_N.wav
14,Boy,100,83,Wrong,ASMDD/speaker_14_b_100/83_N.wav
14,Boy,100,93,Wrong,ASMDD/speaker_14_b_100/93_N.wav
14,Boy,100,95,Wrong,ASMDD/speaker_14_b_100/95_N.wav
14,Boy,100,1,Wrong,ASMDD/speaker_14_b_100/1_N.wav
0,Girl,100,1,Wrong,ASMDD/speaker_00_g_100/1_N.wav
0,Girl,100,5,Right,ASMDD/speaker_00_g_100/5.wav
0,Girl,100,2,Right,ASMDD/speaker_00_g_100/2.wav
0,Girl,100,51,Right,ASMDD/speaker_00_g_100/51.wav
0,Girl,100,3,Right,ASMDD/speaker_00_g_100/3.wav
0,Girl,100,4,Right,ASMDD/speaker_00_g_100/4.wav
0,Girl,100,13,Right,ASMDD/speaker_00_g_100/13.wav
0,Girl,100,29,Right,ASMDD/speaker_00_g_100/29.wav
0,Girl,100,32,Wrong,ASMDD/speaker_00_g_100/32_N.wav
0,Girl,100,20,Right,ASMDD/speaker_00_g_100/20.wav
0,Girl,100,10,Wrong,ASMDD/speaker_00_g_100/10_N.wav
0,Girl,100,25,Wrong,ASMDD/speaker_00_g_100/25_N.wav
0,Girl,100,24,Wrong,ASMDD/speaker_00_g_100/24_N.wav
0,Girl,100,11,Right,ASMDD/speaker_00_g_100/11.wav
0,Girl,100,14,Right,ASMDD/speaker_00_g_100/14.wav
0,Girl,100,12,Right,ASMDD/speaker_00_g_100/12.wav
0,Girl,100,17,Right,ASMDD/speaker_00_g_100/17.wav
0,Girl,100,22,Right,ASMDD/speaker_00_g_100/22.wav
0,Girl,100,31,Right,ASMDD/speaker_00_g_100/31.wav
0,Girl,100,34,Right,ASMDD/speaker_00_g_100/34.wav
0,Girl,100,26,Right,ASMDD/speaker_00_g_100/26.wav
0,Girl,100,28,Right,ASMDD/speaker_00_g_100/28.wav
0,Girl,100,30,Right,ASMDD/speaker_00_g_100/30.wav
0,Girl,100,21,Wrong,ASMDD/speaker_00_g_100/21_N.wav
0,Girl,100,9,Right,ASMDD/speaker_00_g_100/9.wav
0,Girl,100,8,Wrong,ASMDD/speaker_00_g_100/8_N.wav
0,Girl,100,18,Wrong,ASMDD/speaker_00_g_100/18_N.wav
0,Girl,100,15,Right,ASMDD/speaker_00_g_100/15.wav
0,Girl,100,7,Right,ASMDD/speaker_00_g_100/7.wav
0,Girl,100,33,Right,ASMDD/speaker_00_g_100/33.wav
0,Girl,100,68,Right,ASMDD/speaker_00_g_100/68.wav
0,Girl,100,45,Wrong,ASMDD/speaker_00_g_100/45_N.wav
0,Girl,100,40,Wrong,ASMDD/speaker_00_g_100/40_N.wav
0,Girl,100,41,Right,ASMDD/speaker_00_g_100/41.wav
0,Girl,100,67,Wrong,ASMDD/speaker_00_g_100/67_N.wav
0,Girl,100,66,Wrong,ASMDD/speaker_00_g_100/66_N.wav
0,Girl,100,63,Right,ASMDD/speaker_00_g_100/63.wav
0,Girl,100,37,Right,ASMDD/speaker_00_g_100/37.wav
0,Girl,100,44,Right,ASMDD/speaker_00_g_100/44.wav
0,Girl,100,36,Wrong,ASMDD/speaker_00_g_100/36_N.wav
0,Girl,100,65,Right,ASMDD/speaker_00_g_100/65.wav
0,Girl,100,62,Wrong,ASMDD/speaker_00_g_100/62_N.wav
0,Girl,100,71,Right,ASMDD/speaker_00_g_100/71.wav
0,Girl,100,42,Right,ASMDD/speaker_00_g_100/42.wav
0,Girl,100,60,Right,ASMDD/speaker_00_g_100/60.wav
0,Girl,100,51-2,Right,ASMDD/speaker_00_g_100/51-2.wav
0,Girl,100,46,Right,ASMDD/speaker_00_g_100/46.wav
0,Girl,100,57,Wrong,ASMDD/speaker_00_g_100/57_N.wav
0,Girl,100,64,Right,ASMDD/speaker_00_g_100/64.wav
0,Girl,100,48,Right,ASMDD/speaker_00_g_100/48.wav
0,Girl,100,43,Right,ASMDD/speaker_00_g_100/43.wav
0,Girl,100,53,Right,ASMDD/speaker_00_g_100/53.wav
0,Girl,100,58,Right,ASMDD/speaker_00_g_100/58.wav
0,Girl,100,55,Wrong,ASMDD/speaker_00_g_100/55_N.wav
0,Girl,100,59,Right,ASMDD/speaker_00_g_100/59.wav
0,Girl,100,35,Wrong,ASMDD/speaker_00_g_100/35_N.wav
0,Girl,100,56,Right,ASMDD/speaker_00_g_100/56.wav
0,Girl,100,61,Right,ASMDD/speaker_00_g_100/61.wav
0,Girl,100,49,Right,ASMDD/speaker_00_g_100/49.wav
0,Girl,100,69,Wrong,ASMDD/speaker_00_g_100/69_N.wav
0,Girl,100,39,Right,ASMDD/speaker_00_g_100/39.wav
0,Girl,100,70,Wrong,ASMDD/speaker_00_g_100/70_N.wav
0,Girl,100,52,Right,ASMDD/speaker_00_g_100/52.wav
0,Girl,100,77,Right,ASMDD/speaker_00_g_100/77.wav
0,Girl,100,90,Right,ASMDD/speaker_00_g_100/90.wav
0,Girl,100,96,Wrong,ASMDD/speaker_00_g_100/96_N.wav
0,Girl,100,75,Right,ASMDD/speaker_00_g_100/75.wav
0,Girl,100,98,Right,ASMDD/speaker_00_g_100/98.wav
0,Girl,100,84,Wrong,ASMDD/speaker_00_g_100/84_N.wav
0,Girl,100,80,Right,ASMDD/speaker_00_g_100/80.wav
0,Girl,100,94,Right,ASMDD/speaker_00_g_100/94.wav
0,Girl,100,78,Right,ASMDD/speaker_00_g_100/78.wav
0,Girl,100,82,Right,ASMDD/speaker_00_g_100/82.wav
0,Girl,100,74,Wrong,ASMDD/speaker_00_g_100/74_N.wav
0,Girl,100,89,Right,ASMDD/speaker_00_g_100/89.wav
0,Girl,100,85,Right,ASMDD/speaker_00_g_100/85.wav
0,Girl,100,100,Right,ASMDD/speaker_00_g_100/100.wav
0,Girl,100,95,Wrong,ASMDD/speaker_00_g_100/95_N.wav
0,Girl,100,97,Right,ASMDD/speaker_00_g_100/97.wav
0,Girl,100,91,Right,ASMDD/speaker_00_g_100/91.wav
0,Girl,100,99,Right,ASMDD/speaker_00_g_100/99.wav
0,Girl,100,79,Right,ASMDD/speaker_00_g_100/79.wav
0,Girl,100,92,Wrong,ASMDD/speaker_00_g_100/92_N.wav
0,Girl,100,73,Right,ASMDD/speaker_00_g_100/73.wav
0,Girl,100,87,Wrong,ASMDD/speaker_00_g_100/87_N.wav
0,Girl,100,93,Wrong,ASMDD/speaker_00_g_100/93_N.wav
0,Girl,100,88,Right,ASMDD/speaker_00_g_100/88.wav
0,Girl,100,83,Wrong,ASMDD/speaker_00_g_100/83_N.wav
0,Girl,100,6,Wrong,ASMDD/speaker_00_g_100/6_N.wav
0,Girl,100,16,Wrong,ASMDD/speaker_00_g_100/16_N.wav
0,Girl,100,19,Wrong,ASMDD/speaker_00_g_100/19_N.wav
0,Girl,100,23,Wrong,ASMDD/speaker_00_g_100/23_N.wav
0,Girl,100,27,Wrong,ASMDD/speaker_00_g_100/27_N.wav
0,Girl,100,38,Wrong,ASMDD/speaker_00_g_100/38_N.wav
0,Girl,100,47,Wrong,ASMDD/speaker_00_g_100/47_N.wav
0,Girl,100,50,Wrong,ASMDD/speaker_00_g_100/50_N.wav
0,Girl,100,54,Wrong,ASMDD/speaker_00_g_100/54_N.wav
0,Girl,100,72,Wrong,ASMDD/speaker_00_g_100/72_N.wav
0,Girl,100,76,Wrong,ASMDD/speaker_00_g_100/76_N.wav
0,Girl,100,81,Wrong,ASMDD/speaker_00_g_100/81_N.wav
0,Girl,100,86,Wrong,ASMDD/speaker_00_g_100/86_N.wav
1,Girl,100,1,Right,ASMDD/speaker_01_g_100/1.wav
1,Girl,100,2,Right,ASMDD/speaker_01_g_100/2.wav
1,Girl,100,7,Right,ASMDD/speaker_01_g_100/7.wav
1,Girl,100,4,Right,ASMDD/speaker_01_g_100/4.wav
1,Girl,100,3,Right,ASMDD/speaker_01_g_100/3.wav
1,Girl,100,6,Right,ASMDD/speaker_01_g_100/6.wav
1,Girl,100,33,Wrong,ASMDD/speaker_01_g_100/33_N.wav
1,Girl,100,23,Right,ASMDD/speaker_01_g_100/23.wav
1,Girl,100,29,Wrong,ASMDD/speaker_01_g_100/29_N.wav
1,Girl,100,38,Right,ASMDD/speaker_01_g_100/38.wav
1,Girl,100,37,Right,ASMDD/speaker_01_g_100/37.wav
1,Girl,100,24,Wrong,ASMDD/speaker_01_g_100/24_N.wav
1,Girl,100,39,Right,ASMDD/speaker_01_g_100/39.wav
1,Girl,100,27,Wrong,ASMDD/speaker_01_g_100/27_N.wav
1,Girl,100,35-2,Right,ASMDD/speaker_01_g_100/35-2.wav
1,Girl,100,35,Right,ASMDD/speaker_01_g_100/35.wav
1,Girl,100,20,Right,ASMDD/speaker_01_g_100/20.wav
1,Girl,100,8,Wrong,ASMDD/speaker_01_g_100/8_N.wav
1,Girl,100,36,Right,ASMDD/speaker_01_g_100/36.wav
1,Girl,100,13,Right,ASMDD/speaker_01_g_100/13.wav
1,Girl,100,34,Right,ASMDD/speaker_01_g_100/34.wav
1,Girl,100,16,Wrong,ASMDD/speaker_01_g_100/16_N.wav
1,Girl,100,15,Right,ASMDD/speaker_01_g_100/15.wav
1,Girl,100,28,Right,ASMDD/speaker_01_g_100/28.wav
1,Girl,100,11,Wrong,ASMDD/speaker_01_g_100/11_N.wav
1,Girl,100,14,Right,ASMDD/speaker_01_g_100/14.wav
1,Girl,100,32,Right,ASMDD/speaker_01_g_100/32.wav
1,Girl,100,10,Right,ASMDD/speaker_01_g_100/10.wav
1,Girl,100,31,Wrong,ASMDD/speaker_01_g_100/31_N.wav
1,Girl,100,12,Right,ASMDD/speaker_01_g_100/12.wav
1,Girl,100,26,Wrong,ASMDD/speaker_01_g_100/26_N.wav
1,Girl,100,22,Right,ASMDD/speaker_01_g_100/22.wav
1,Girl,100,21,Right,ASMDD/speaker_01_g_100/21.wav
1,Girl,100,17,Right,ASMDD/speaker_01_g_100/17.wav
1,Girl,100,40,Wrong,ASMDD/speaker_01_g_100/40_N.wav
1,Girl,100,30,Right,ASMDD/speaker_01_g_100/30.wav
1,Girl,100,56,Right,ASMDD/speaker_01_g_100/56.wav
1,Girl,100,77,Right,ASMDD/speaker_01_g_100/77.wav
1,Girl,100,81,Right,ASMDD/speaker_01_g_100/81.wav
1,Girl,100,67,Right,ASMDD/speaker_01_g_100/67.wav
1,Girl,100,74,Wrong,ASMDD/speaker_01_g_100/74_N.wav
1,Girl,100,48,Wrong,ASMDD/speaker_01_g_100/48_N.wav
1,Girl,100,78,Right,ASMDD/speaker_01_g_100/78.wav
1,Girl,100,71,Right,ASMDD/speaker_01_g_100/71.wav
1,Girl,100,62,Wrong,ASMDD/speaker_01_g_100/62_N.wav
1,Girl,100,46,Right,ASMDD/speaker_01_g_100/46.wav
1,Girl,100,45,Wrong,ASMDD/speaker_01_g_100/45_N.wav
1,Girl,100,57,Right,ASMDD/speaker_01_g_100/57.wav
1,Girl,100,76,Wrong,ASMDD/speaker_01_g_100/76_N.wav
1,Girl,100,43,Right,ASMDD/speaker_01_g_100/43.wav
1,Girl,100,79,Right,ASMDD/speaker_01_g_100/79.wav
1,Girl,100,55,Wrong,ASMDD/speaker_01_g_100/55_N.wav
1,Girl,100,72,Wrong,ASMDD/speaker_01_g_100/72_N.wav
1,Girl,100,44,Right,ASMDD/speaker_01_g_100/44.wav
1,Girl,100,64,Right,ASMDD/speaker_01_g_100/64.wav
1,Girl,100,69,Wrong,ASMDD/speaker_01_g_100/69_N.wav
1,Girl,100,54,Right,ASMDD/speaker_01_g_100/54.wav
1,Girl,100,73,Right,ASMDD/speaker_01_g_100/73.wav
1,Girl,100,75,Right,ASMDD/speaker_01_g_100/75.wav
1,Girl,100,65,Right,ASMDD/speaker_01_g_100/65.wav
1,Girl,100,80,Right,ASMDD/speaker_01_g_100/80.wav
1,Girl,100,58,Right,ASMDD/speaker_01_g_100/58.wav
1,Girl,100,51,Right,ASMDD/speaker_01_g_100/51.wav
1,Girl,100,47,Right,ASMDD/speaker_01_g_100/47.wav
1,Girl,100,42,Right,ASMDD/speaker_01_g_100/42.wav
1,Girl,100,63,Right,ASMDD/speaker_01_g_100/63.wav
1,Girl,100,68,Right,ASMDD/speaker_01_g_100/68.wav
1,Girl,100,53,Right,ASMDD/speaker_01_g_100/53.wav
1,Girl,100,60,Right,ASMDD/speaker_01_g_100/60.wav
1,Girl,100,52,Right,ASMDD/speaker_01_g_100/52.wav
1,Girl,100,82,Right,ASMDD/speaker_01_g_100/82.wav
1,Girl,100,95,Right,ASMDD/speaker_01_g_100/95.wav
1,Girl,100,90,Right,ASMDD/speaker_01_g_100/90.wav
1,Girl,100,86,Right,ASMDD/speaker_01_g_100/86.wav
1,Girl,100,87,Right,ASMDD/speaker_01_g_100/87.wav
1,Girl,100,83,Wrong,ASMDD/speaker_01_g_100/83_N.wav
1,Girl,100,97,Right,ASMDD/speaker_01_g_100/97.wav
1,Girl,100,99,Right,ASMDD/speaker_01_g_100/99.wav
1,Girl,100,92,Right,ASMDD/speaker_01_g_100/92.wav
1,Girl,100,91,Wrong,ASMDD/speaker_01_g_100/91_N.wav
1,Girl,100,84,Right,ASMDD/speaker_01_g_100/84.wav
1,Girl,100,94,Right,ASMDD/speaker_01_g_100/94.wav
1,Girl,100,95,Wrong,ASMDD/speaker_01_g_100/95_N.wav
1,Girl,100,100,Right,ASMDD/speaker_01_g_100/100.wav
1,Girl,100,93,Wrong,ASMDD/speaker_01_g_100/93_N.wav
1,Girl,100,85,Right,ASMDD/speaker_01_g_100/85.wav
1,Girl,100,89,Right,ASMDD/speaker_01_g_100/89.wav
1,Girl,100,96,Right,ASMDD/speaker_01_g_100/96.wav
1,Girl,100,88,Right,ASMDD/speaker_01_g_100/88.wav
1,Girl,100,5,Wrong,ASMDD/speaker_01_g_100/5_N.wav
1,Girl,100,9,Wrong,ASMDD/speaker_01_g_100/9_N.wav
1,Girl,100,41,Wrong,ASMDD/speaker_01_g_100/41_N.wav
1,Girl,100,49,Wrong,ASMDD/speaker_01_g_100/49_N.wav
1,Girl,100,50,Wrong,ASMDD/speaker_01_g_100/50_N.wav
1,Girl,100,59,Wrong,ASMDD/speaker_01_g_100/59_N.wav
1,Girl,100,61,Wrong,ASMDD/speaker_01_g_100/61_N.wav
1,Girl,100,66,Wrong,ASMDD/speaker_01_g_100/66_N.wav
1,Girl,100,70,Wrong,ASMDD/speaker_01_g_100/70_N.wav
1,Girl,100,98,Wrong,ASMDD/speaker_01_g_100/98_N.wav
1,Girl,100,18,Wrong,ASMDD/speaker_01_g_100/18_N.wav
1,Girl,100,19,Wrong,ASMDD/speaker_01_g_100/19_N.wav
2,Girl,100,16,Right,ASMDD/speaker_02_g_100/16.wav
2,Girl,100,24,Right,ASMDD/speaker_02_g_100/24.wav
2,Girl,100,02,Right,ASMDD/speaker_02_g_100/02.wav
2,Girl,100,35,Right,ASMDD/speaker_02_g_100/35.wav
2,Girl,100,33,Right,ASMDD/speaker_02_g_100/33.wav
2,Girl,100,49,Right,ASMDD/speaker_02_g_100/49.wav
2,Girl,100,48,Right,ASMDD/speaker_02_g_100/48.wav
2,Girl,100,31,Right,ASMDD/speaker_02_g_100/31.wav
2,Girl,100,26,Right,ASMDD/speaker_02_g_100/26.wav
2,Girl,100,20,Right,ASMDD/speaker_02_g_100/20.wav
2,Girl,100,04,Right,ASMDD/speaker_02_g_100/04.wav
2,Girl,100,03,Right,ASMDD/speaker_02_g_100/03.wav
2,Girl,100,05,Right,ASMDD/speaker_02_g_100/05.wav
2,Girl,100,09,Right,ASMDD/speaker_02_g_100/09.wav
2,Girl,100,36,Right,ASMDD/speaker_02_g_100/36.wav
2,Girl,100,22,Right,ASMDD/speaker_02_g_100/22.wav
2,Girl,100,53,Right,ASMDD/speaker_02_g_100/53.wav
2,Girl,100,38,Right,ASMDD/speaker_02_g_100/38.wav
2,Girl,100,15,Right,ASMDD/speaker_02_g_100/15.wav
2,Girl,100,39,Right,ASMDD/speaker_02_g_100/39.wav
2,Girl,100,44,Right,ASMDD/speaker_02_g_100/44.wav
2,Girl,100,25,Right,ASMDD/speaker_02_g_100/25.wav
2,Girl,100,47,Right,ASMDD/speaker_02_g_100/47.wav
2,Girl,100,29,Right,ASMDD/speaker_02_g_100/29.wav
2,Girl,100,32,Right,ASMDD/speaker_02_g_100/32.wav
2,Girl,100,13,Right,ASMDD/speaker_02_g_100/13.wav
2,Girl,100,27,Right,ASMDD/speaker_02_g_100/27.wav
2,Girl,100,14,Right,ASMDD/speaker_02_g_100/14.wav
2,Girl,100,11,Right,ASMDD/speaker_02_g_100/11.wav
2,Girl,100,12,Right,ASMDD/speaker_02_g_100/12.wav
2,Girl,100,19,Right,ASMDD/speaker_02_g_100/19.wav
2,Girl,100,17,Right,ASMDD/speaker_02_g_100/17.wav
2,Girl,100,40,Right,ASMDD/speaker_02_g_100/40.wav
2,Girl,100,01,Right,ASMDD/speaker_02_g_100/01.wav
2,Girl,100,42,Right,ASMDD/speaker_02_g_100/42.wav
2,Girl,100,08,Right,ASMDD/speaker_02_g_100/08.wav
2,Girl,100,37,Right,ASMDD/speaker_02_g_100/37.wav
2,Girl,100,28,Right,ASMDD/speaker_02_g_100/28.wav
2,Girl,100,23,Right,ASMDD/speaker_02_g_100/23.wav
2,Girl,100,46,Right,ASMDD/speaker_02_g_100/46.wav
2,Girl,100,52,Right,ASMDD/speaker_02_g_100/52.wav
2,Girl,100,30,Right,ASMDD/speaker_02_g_100/30.wav
2,Girl,100,34,Right,ASMDD/speaker_02_g_100/34.wav
2,Girl,100,43,Right,ASMDD/speaker_02_g_100/43.wav
2,Girl,100,54,Right,ASMDD/speaker_02_g_100/54.wav
2,Girl,100,10,Right,ASMDD/speaker_02_g_100/10.wav
2,Girl,100,06,Right,ASMDD/speaker_02_g_100/06.wav
2,Girl,100,51,Right,ASMDD/speaker_02_g_100/51.wav
2,Girl,100,21,Right,ASMDD/speaker_02_g_100/21.wav
2,Girl,100,86,Right,ASMDD/speaker_02_g_100/86.wav
2,Girl,100,56,Right,ASMDD/speaker_02_g_100/56.wav
2,Girl,100,79,Right,ASMDD/speaker_02_g_100/79.wav
2,Girl,100,90,Right,ASMDD/speaker_02_g_100/90.wav
2,Girl,100,100,Right,ASMDD/speaker_02_g_100/100.wav
2,Girl,100,98,Right,ASMDD/speaker_02_g_100/98.wav
2,Girl,100,94,Right,ASMDD/speaker_02_g_100/94.wav
2,Girl,100,77,Right,ASMDD/speaker_02_g_100/77.wav
2,Girl,100,74,Right,ASMDD/speaker_02_g_100/74.wav
2,Girl,100,76,Right,ASMDD/speaker_02_g_100/76.wav
2,Girl,100,92,Right,ASMDD/speaker_02_g_100/92.wav
2,Girl,100,58,Right,ASMDD/speaker_02_g_100/58.wav
2,Girl,100,99,Right,ASMDD/speaker_02_g_100/99.wav
2,Girl,100,83,Right,ASMDD/speaker_02_g_100/83.wav
2,Girl,100,70,Right,ASMDD/speaker_02_g_100/70.wav
2,Girl,100,60,Right,ASMDD/speaker_02_g_100/60.wav
2,Girl,100,59,Right,ASMDD/speaker_02_g_100/59.wav
2,Girl,100,68,Right,ASMDD/speaker_02_g_100/68.wav
2,Girl,100,71,Right,ASMDD/speaker_02_g_100/71.wav
2,Girl,100,91,Right,ASMDD/speaker_02_g_100/91.wav
2,Girl,100,65,Right,ASMDD/speaker_02_g_100/65.wav
2,Girl,100,57,Right,ASMDD/speaker_02_g_100/57.wav
2,Girl,100,84,Right,ASMDD/speaker_02_g_100/84.wav
2,Girl,100,67,Right,ASMDD/speaker_02_g_100/67.wav
2,Girl,100,87,Right,ASMDD/speaker_02_g_100/87.wav
2,Girl,100,97,Right,ASMDD/speaker_02_g_100/97.wav
2,Girl,100,81,Right,ASMDD/speaker_02_g_100/81.wav
2,Girl,100,61,Right,ASMDD/speaker_02_g_100/61.wav
2,Girl,100,64,Right,ASMDD/speaker_02_g_100/64.wav
2,Girl,100,75,Right,ASMDD/speaker_02_g_100/75.wav
2,Girl,100,72,Right,ASMDD/speaker_02_g_100/72.wav
2,Girl,100,69,Right,ASMDD/speaker_02_g_100/69.wav
2,Girl,100,73,Right,ASMDD/speaker_02_g_100/73.wav
2,Girl,100,85,Right,ASMDD/speaker_02_g_100/85.wav
2,Girl,100,82,Right,ASMDD/speaker_02_g_100/82.wav
2,Girl,100,89,Right,ASMDD/speaker_02_g_100/89.wav
2,Girl,100,80,Right,ASMDD/speaker_02_g_100/80.wav
2,Girl,100,88,Right,ASMDD/speaker_02_g_100/88.wav
2,Girl,100,78,Right,ASMDD/speaker_02_g_100/78.wav
2,Girl,100,96,Right,ASMDD/speaker_02_g_100/96.wav
2,Girl,100,93,Right,ASMDD/speaker_02_g_100/93.wav
2,Girl,100,66,Right,ASMDD/speaker_02_g_100/66.wav
2,Girl,100,63,Right,ASMDD/speaker_02_g_100/63.wav
2,Girl,100,07,Wrong,ASMDD/speaker_02_g_100/07_N.wav
2,Girl,100,18,Wrong,ASMDD/speaker_02_g_100/18_N.wav
2,Girl,100,41,Wrong,ASMDD/speaker_02_g_100/41_N.wav
2,Girl,100,50,Wrong,ASMDD/speaker_02_g_100/50_N.wav
2,Girl,100,62,Wrong,ASMDD/speaker_02_g_100/62_N.wav
